TCS, Main , Side_1_Route ,Activation_Date,Latitude,Longitude,Count_Date,eight_Peak_Hr_Vehicle_Volume,eight_Peak_Hr_Pedestrian_Volume
1125, EGLINTON AVE E , DONLEA DR ,03/10/1975,43.7119200000,-79.3730700000,06-20-2012,19076,252
1126, WESTON RD , ERNEST DOCKRAY AVE ,05/14/1975,43.6904000000,-79.4986900000,11-17-2010,7467,412
1127, JANE ST , CLAIR RD ,02/07/1975,43.7412600000,-79.5136700000,11-08-2010,16322,1520
1128, SHEPPARD AVE W , RIVALDA RD ,02/18/1975,43.7347400000,-79.5339400000,03-05-2014,13949,330
1129, BATHURST ST , LAURELCREST AVE ,06/27/1974,43.7442700000,-79.4356900000,03-23-2015,16394,530
1130, WILSON AVE , WENDELL AVE ,08/05/1975,43.7168100000,-79.5270900000,04-07-2016,15883,457
1131, VICTORIA PARK AVE , DAWES RD ,12/23/1974,43.7065300000,-79.2949700000,09-11-2013,13423,565
1132, MARTIN GROVE RD , JOHN GARLAND BLVD ,06/16/1975,43.7320200000,-79.5894200000,05-03-2016,12545,1604
1133, MARTIN GROVE RD , 409 E MARTIN GROVE RAMP ,10/10/1975,43.6978932500,-79.5739587500,05-03-2016,15019,16
1134, MARTIN GROVE RD , 409 W MARTIN GROVE RAMP ,10/10/1975,43.7000720300,-79.5747685400,05-03-2016,13660,13
1135, ROYAL YORK RD , RENAULT CRES ,09/29/1975,43.6858800000,-79.5281500000,04-21-2016,11858,1078
1136, WILLOWDALE AVE , EMPRESS AVE ,09/13/1974,43.7714900000,-79.4028100000,02-15-2018,9891,225
1137, DUFFERIN ST , JANE OSLER BLVD ,09/19/1989,43.7252800000,-79.4572600000,03-22-2016,23906,727
1138, FINCH AVE E , BIRCHMOUNT RD ,11/14/1975,43.7990100000,-79.3059600000,12-03-2016,22979,1693
1139, ROYAL YORK RD , TREHORNE DR ,04/26/1974,43.6904400000,-79.5301400000,04-21-2016,10962,606
1140, WILSON HEIGHTS BLVD , REINER RD ,02/07/1975,43.7487200000,-79.4548800000,10-14-2010,19247,501
1141, SHEPPARD AVE E , LAPSLEY RD ,11/20/1975,43.7961500000,-79.2275400000,04-02-2014,11802,808
1142, STEELES AVE E , VICTORIA PARK AVE ,08/13/1975,43.8157200000,-79.3413500000,08-19-2013,37189,701
1143, COLLEGE ST , EUCLID AVE ,03/10/1975,43.6557700000,-79.4114000000,01-12-2017,8941,4410
1144, FINCH AVE E , CHEROKEE BLVD ,11/17/1975,43.7935500000,-79.3369700000,12-06-2016,20707,694
1145, HARBORD ST , HURON ST ,10/07/1975,43.6635300000,-79.4000500000,12-01-2009,8554,5206
1146, SPADINA AVE , ST ANDREW ST ,10/25/1984,43.6544100000,-79.3986400000,09-17-2012,8810,2635
1147, BAYVIEW AVE , BAYVIEW MEWS LANE ,11/21/1975,43.7694000000,-79.3886700000,06-13-2013,23558,620
1148, ISLINGTON AVE , FORDWICH CRES ,06/01/1976,43.7271000000,-79.5607400000,04-29-2014,11624,282
1149, WESTON RD , FENMAR DR ,01/08/1975,43.7574890000,-79.5437068000,02-10-2014,12810,42
1150, KINGSTON RD , OLD KINGSTON RD ,04/27/1989,43.7740600000,-79.1831400000,01-20-2011,17751,236
1151, YONGE ST , BISHOP AVE ,12/23/1975,43.7816500000,-79.4160000000,03-25-2017,24802,2603
1152, KING ST W , BLUE JAYS WAY ,05/02/1976,43.6460700000,-79.3923000000,05-17-2017,9780,18756
1153, COLLEGE ST , BROCK AVE ,11/21/1975,43.6518500000,-79.4364000000,02-23-2012,12364,2631
1154, COLLEGE ST , BORDEN ST ,08/13/1975,43.6570300000,-79.4051700000,01-17-2017,9614,3907
1155, STEELES AVE W , NORFINCH DR ,11/21/1975,43.7733600000,-79.5318000000,05-13-2015,24513,218
1156, ALBION RD , SILVERSTONE DR ,06/16/1975,43.7430100000,-79.6000600000,02-25-2014,12828,312
1157, LAWRENCE AVE W , ALLEN X S LAWRENCE E RAMP ,04/22/1976,43.7158842200,-79.4451782100,06-20-2013,25170,6481
1158, LAWRENCE AVE W , ALLEN X N LAWRENCE RAMP ,08/09/1976,43.7162618100,-79.4434159400,06-19-2013,22596,2759
1159, HIGHWAY 27 , CARRIER DR ,02/14/1977,43.7391400000,-79.6053300000,08-07-2013,16961,132
1160, HIGHWAY 27 , BELFIELD RD ,11/17/1976,43.6992800000,-79.5870800000,12-08-2009,26115,18
1161, HIGHWAY 27 , REXDALE BLVD ,05/29/1980,43.7172600000,-79.5956900000,06-11-2016,23934,216
1162, HIGHWAY 27 , HUMBER COLLEGE BLVD ,02/06/1976,43.7304200000,-79.6014900000,11-26-2014,31536,1706
1163, HIGHWAY 27 , FINCH AVE W ,08/06/1976,43.7341500000,-79.6031500000,12-03-2009,28436,318
1164, HIGHWAY 27 , ALBION RD ,05/26/1976,43.7443000000,-79.6076000000,05-24-2016,26181,162
1165, BIRCHMOUNT RD , TIMBERBANK BLVD ,06/05/1981,43.7971200000,-79.3051400000,12-07-2016,12495,213
1166, LAWRENCE AVE E , COLLINSGROVE RD ,04/06/1981,43.7691538000,-79.1828420000,12-10-2009,11358,728
1167, BIRCHMOUNT RD , L AMOREAUX DR ,11/06/1981,43.8006700000,-79.3070500000,12-07-2016,13557,634
1168, BATHURST ST , CODSELL AVE ,06/17/1981,43.7586700000,-79.4392400000,03-23-2015,18845,224
1169, SHEPPARD AVE W , BEECROFT RD ,06/18/1981,43.7610900000,-79.4131700000,01-30-2018,21536,1356
1170, BRIMLEY RD , HUNTINGWOOD DR ,04/14/1976,43.7984054000,-79.2733852000,05-14-2013,22022,1042
1171, BRIMLEY RD , TRITON RD ,06/21/1977,43.7734400000,-79.2624100000,03-21-2016,17772,60
1172, JANE ST , EDDYSTONE AVE ,12/21/1979,43.7491500000,-79.5156200000,12-16-2014,15750,642
1173, KEELE ST , TORO RD ,11/05/1979,43.7598400000,-79.4900700000,02-23-2016,11983,513
1174, KIPLING AVE , TABER RD ,12/10/1978,43.7194200000,-79.5703700000,12-11-2014,9276,697
1175, MCCOWAN RD , CHANNEL NINE CRT ,07/14/1976,43.7854200000,-79.2565200000,04-29-2015,33357,743
1176, FINCH AVE E , MCCOWAN RD ,08/04/1976,43.8080600000,-79.2664500000,05-02-2015,20529,3724
1177, FINCH AVE E , SANDHURST CRCL ,01/09/1978,43.8072300000,-79.2703900000,06-01-2015,15835,2056
1178, FINCH AVE E , BRIMLEY RD ,05/28/1976,43.8057200000,-79.2773600000,12-03-2016,21864,570
1179, FINCH AVE E , ALEXMUIR BLVD ,04/27/1979,43.8047100000,-79.2821400000,12-06-2016,16079,244
1180, FINCH AVE E , MIDLAND AVE ,07/04/1976,43.8038000000,-79.2862900000,12-03-2016,24535,1891
1181, FINCH AVE E , GORDON BAKER RD ,10/11/1976,43.7950927900,-79.3414607100,12-06-2017,28085,136
1182, FINCH AVE E , 404 S FINCH RAMP ,10/11/1976,43.7946858500,-79.3458650900,12-06-2017,26267,155
1183, FINCH AVE E , AU LARGE BLVD ,01/11/1977,43.7936500000,-79.3504200000,02-10-2009,27994,9709
1184, MORNINGSIDE AVE , CORONATION DR ,10/13/1978,43.7619063000,-79.1836153000,10-22-2014,7032,296
1185, STEELES AVE E , TOWNSEND RD ,05/31/1978,43.8119300000,-79.3576200000,03-31-2010,25166,618
1186, FINCH AVE E , BRIDLETOWNE CRCL ,06/16/1976,43.7960000000,-79.3193300000,12-06-2016,19531,920
1187, PHARMACY AVE , BRIAN AVE ,12/13/1979,43.7462057000,-79.3058115000,07-28-2010,9199,689
1188, KINGSTON RD , MANSE RD ,02/28/1978,43.7749200000,-79.1779600000,02-02-2012,18991,258
1189, KINGSTON RD , BEECHGROVE DR ,02/16/1978,43.7765000000,-79.1736100000,12-01-2011,18824,534
1190, STEELES AVE E , PHARMACY AVE ,09/19/1978,43.8168700000,-79.3365400000,02-06-2018,50332,884
1191, STEELES AVE E , WARDEN AVE ,09/22/1978,43.8196800000,-79.3244200000,11-04-2013,41078,2125
1192, STEELES AVE E , KENNEDY RD ,05/12/1975,43.8237100000,-79.3070500000,05-23-2015,36162,3170
1193, KINGSTON RD , CELESTE DR ,06/29/1979,43.7570800000,-79.1992900000,12-01-2009,20605,246
1194, BATHURST ST , BAINBRIDGE AVE ,11/18/1977,43.7507700000,-79.4373300000,03-23-2015,17288,485
1195, ELLESMERE RD , MILITARY TRL ,09/09/1975,43.7865600000,-79.1884200000,02-27-2016,9644,2498
1196, DUFFERIN ST , DOLOMITE DR ,12/30/1977,43.7808700000,-79.4698300000,11-30-2016,21972,318
1197, DUFFERIN ST , MARTIN ROSS AVE ,12/30/1977,43.7752000000,-79.4684500000,11-30-2016,33369,278
1198, ISLINGTON AVE , MILADY RD ,10/18/1977,43.7522800000,-79.5683100000,06-03-2014,12616,191
1199, ISLINGTON AVE , MILLWICK DR ,10/19/1977,43.7600500000,-79.5717600000,04-29-2014,15248,244
1200, SHEPPARD AVE E , DORIS AVE ,04/01/1978,43.7621700000,-79.4082500000,05-13-2013,22020,5683
1201, KINGSTON RD , PORT UNION RD ,07/06/1968,43.7989700000,-79.1462700000,01-27-2018,24307,245
1202, KINGSTON RD , 401 C E 2A W RAMP ,05/02/1981,43.7948307500,-79.1527375400,12-12-2017,12030,62
1203, MARKHAM RD , MILNER AVE ,10/21/1977,43.7895800000,-79.2370500000,03-29-2014,27266,398
1204, ISLINGTON AVE , DUNCANWOODS DR ,10/18/1977,43.7547400000,-79.5688200000,04-29-2014,12551,255
1205, FINCH AVE E , KENNETH AVE ,04/10/1978,43.7804800000,-79.4123100000,05-02-2013,17182,1914
1206, FINCH AVE W , TALBOT RD ,08/24/1978,43.7781600000,-79.4229800000,10-30-2014,16970,933
1207, CARLINGVIEW DR , DISCO RD ,02/13/1978,43.6997800000,-79.6014600000,12-10-2014,8605,24
1208, STEELES AVE W , ISLINGTON AVE ,04/06/1976,43.7643600000,-79.5748000000,04-26-2014,25650,327
1209, STEELES AVE W , FENMAR DR ,08/09/1978,43.7665900000,-79.5648200000,05-15-2012,29911,207
1210, KIPLING AVE , GREENSBORO DR ,04/06/1976,43.7026100000,-79.5623400000,02-11-2014,12519,67
1211, KIPLING AVE , BETHRIDGE RD ,12/21/1977,43.7091600000,-79.5655000000,05-19-2015,15334,267
1212, MARTIN GROVE RD , RACINE RD ,10/06/1976,43.7167000000,-79.5824000000,02-26-2014,11430,42
1213, JANE ST , DRIFTWOOD AVE ,10/26/1977,43.7659200000,-79.5196800000,10-02-2012,17278,2030
1214, STEELES AVE W , FOUNDERS RD ,10/19/1978,43.7792700000,-79.5043200000,05-13-2015,22202,233
1215, KEELE ST , ST REGIS CRES ,09/16/1976,43.7544900000,-79.4887500000,02-23-2016,15665,1382
1216, SHEPPARD AVE W , TUSCAN GT ,08/09/1976,43.7528600000,-79.4827400000,03-25-2014,15542,47
1217, WARDEN AVE , BRIDLETOWNE CRCL ,05/21/1980,43.7922000000,-79.3138600000,02-13-2012,16559,399
1218, FINCH AVE E , BRIDLETOWNE CRCL ,08/31/1978,43.7975500000,-79.3123200000,12-06-2016,17950,717
1219, PORT UNION RD , ISLAND RD ,11/15/1972,43.7958690200,-79.1437039600,04-11-2013,16226,35
1220, SHEPPARD AVE E , MEADOWVALE RD ,02/08/1974,43.8084100000,-79.1708200000,10-25-2016,13970,977
1221, FINCH AVE W , VIRGILWOOD DR ,11/25/1977,43.7728900000,-79.4482200000,11-29-2016,16149,1352
1222, NEILSON RD , SHEPPARD AVE E ,12/13/1979,43.7981600000,-79.2176500000,01-27-2018,20370,573
1223, FINCH AVE W , PEARLDALE AVE ,07/26/1977,43.7477900000,-79.5623800000,11-29-2010,20464,964
1224, FINCH AVE W , JOHN GARLAND BLVD ,11/08/1978,43.7360500000,-79.5949100000,07-22-2010,13898,1047
1225, KING ST W , PORTLAND ST ,09/25/1984,43.6444700000,-79.4000800000,05-17-2017,9793,14142
1226, WESTON RD , ORMONT DR ,12/05/1978,43.7648578000,-79.5453460000,04-16-2012,11106,372
1227, WESTON RD , STARVIEW LANE ,12/21/1978,43.7263600000,-79.5355900000,04-21-2011,19958,562
1228, FAIRVIEW MALL DR , GODSTONE RD ,08/18/1976,43.7796500000,-79.3457300000,03-31-2010,8962,1980
1229, STEELES AVE W , TORRESDALE AVE ,09/20/1978,43.7908400000,-79.4532300000,05-08-2012,22189,407
1230, STEELES AVE W , HIDDEN TRL ,12/21/1979,43.7887000000,-79.4632600000,05-13-2015,23916,600
1231, STEELES AVE W , ALNESS ST ,07/23/1976,43.7847200000,-79.4810400000,11-15-2014,17170,159
1232, STEELES AVE W , SIGNET DR ,03/05/1976,43.7709700000,-79.5434300000,05-13-2015,19719,736
1233, LESLIE ST , RAVEL RD ,10/30/1975,43.7918200000,-79.3684300000,12-17-2013,10557,166
1234, DUFFERIN ST , OVERBROOK PL ,12/08/1973,43.7610700000,-79.4651600000,06-18-2012,27132,411
1235, SIGNET DR , FENMAR DR ,05/24/1979,43.7584780000,-79.5389618000,03-31-2016,9875,57
1236, WILSON AVE , GARRATT BLVD ,09/14/1978,43.7303800000,-79.4681000000,03-08-2016,16482,820
1237, WILSON AVE , TRANSIT RD ,12/16/1976,43.7334000000,-79.4528100000,04-09-2016,22487,761
1238, BLOOR ST W , PALMERSTON AVE ,10/31/1984,43.6646300000,-79.4136300000,01-10-2018,8424,4560
1239, MARKHAM RD , MCLEVIN AVE ,03/29/1978,43.7985400000,-79.2410400000,04-02-2014,25209,631
1240, PHARMACY AVE , HUNTINGDALE BLVD ,05/15/1979,43.7963600000,-79.3271600000,02-08-2018,13279,806
1241, PHARMACY AVE , MCNICOLL AVE ,05/10/1979,43.8041400000,-79.3307200000,02-03-2018,17399,193
1242, MIDLAND AVE , PITFIELD RD ,02/05/1980,43.7806200000,-79.2761200000,07-24-2013,13358,169
1243, MCCOWAN RD , HUNTINGWOOD DR ,05/26/1976,43.7986910000,-79.2625540000,05-02-2015,22286,143
1244, MCCOWAN RD , NUGGET AVE ,03/29/1978,43.7920574900,-79.2598329500,02-13-2014,25052,496
1245, SHEPPARD AVE E , WILFRED AVE ,11/12/1979,43.7651100000,-79.3947000000,03-19-2014,20617,329
1246, HIGHWAY 27 , QUEENS PLATE DR ,10/09/1984,43.7227700000,-79.5981300000,10-07-2014,22584,713
1247, SHEPPARD AVE W , OAKDALE RD ,08/11/1978,43.7369800000,-79.5237600000,10-11-2012,18468,366
1248, SHEPPARD AVE W , MIN AVE ,05/18/1979,43.7403500000,-79.5068800000,03-10-2014,12300,338
1249, SHEPPARD AVE E , SETTLERS RD ,05/29/1979,43.7747000000,-79.3266900000,06-04-2014,19805,1215
1250, DIXON RD , 427 N DIXON RAMP ,10/11/1977,43.6865033300,-79.5996122600,12-05-2016,16895,102
1251, VICTORIA PARK AVE , CLYDESDALE DR ,09/26/1976,43.7838850000,-79.3270600000,10-10-2013,15182,284
1252, VICTORIA PARK AVE , GORDON BAKER RD ,06/07/1979,43.8106800000,-79.3391900000,10-27-2010,15742,237
1253, FINCH AVE W , CHESSWOOD DR ,11/22/1977,43.7665000000,-79.4775200000,07-29-2013,18266,201
1254, KIPLING AVE , MOUNT OLIVE DR ,06/27/1978,43.7468200000,-79.5837500000,12-02-2014,11375,2165
1255, KEELE ST , WHITBURN CRES ,04/05/1977,43.7369500000,-79.4845300000,03-08-2016,18559,370
1256, STEELES AVE W , KIPLING AVE ,11/21/1979,43.7596300000,-79.5899000000,05-18-2015,22401,1133
1257, FINCH AVE E , MARKHAM RD ,11/06/1973,43.8130200000,-79.2430800000,12-06-2016,33428,1015
1258, FINCH AVE E , TAPSCOTT RD ,04/07/1980,43.8142700000,-79.2371300000,12-06-2016,16875,506
1259, YONGE ST , LORD SEATON W YONGE RAMP ,10/05/1979,43.7526334200,-79.4083829000,05-27-2017,25567,54
1260, STEELES AVE E , MIDLAND AVE ,01/11/1978,43.8260100000,-79.2973100000,05-23-2015,21533,1735
1261, STEELES AVE E , HWY 404 SB OFF RAMP ,10/11/1978,43.8124296100,-79.3553169000,06-18-2012,36241,49
1262, STEELES AVE E , HWY 404 NB OFF RAMP ,10/13/1966,43.8140000000,-79.3486200000,03-23-2017,56432,626
1263, WARDEN AVE , BRIDLETOWNE CRCL ,05/21/1980,43.8014994400,-79.3187396200,05-05-2015,16630,1286
1264, STEELES AVE E , SILVER STAR BLVD ,06/30/1975,43.8253600000,-79.3000700000,05-02-2015,26409,3283
1265, EASTERN AVE , KNOX AVE ,05/04/1977,43.6625400000,-79.3252300000,04-26-2016,8061,250
1266, ADELAIDE ST W , DUNCAN ST ,04/28/1977,43.6482200000,-79.3886600000,07-28-2010,9502,3714
1267, DANFORTH AVE , WESTLAKE AVE ,02/10/1978,43.6874700000,-79.3051000000,05-07-2015,11931,1366
1268, BIRCHMOUNT RD , LAURA SECORD WALK ,01/12/1977,43.7558700000,-79.2882300000,12-13-2016,16383,136
1269, BLOOR ST W , MANNING AVE ,06/27/1979,43.6640900000,-79.4160300000,01-10-2018,8630,6120
1270, BLOOR ST W , HAVELOCK ST ,06/28/1979,43.6605050000,-79.4324209000,04-10-2012,11442,1164
1271, DUFFERIN ST , HUNTER AVE ,01/12/1976,43.6939100000,-79.4494900000,04-12-2016,13213,112
1272, DUFFERIN ST , BRANDON AVE ,03/30/1976,43.6704600000,-79.4398700000,04-12-2016,12661,586
1273, DUNDAS ST W , HURON ST ,07/22/1976,43.6533600000,-79.3961200000,03-27-2013,7630,9393
1274, DUNDAS ST W , GRACE ST ,10/02/1978,43.6507300000,-79.4139300000,03-21-2012,9436,1682
1275, DUNDAS ST W , SHAW ST ,02/05/1978,43.6498600000,-79.4182700000,08-19-2014,9477,1839
1276, ALBION RD , WESTMORE DR ,04/28/1981,43.7436700000,-79.6039200000,05-24-2016,14691,238
1277, PROGRESS AVE , BELLAMY RD N ,06/05/1977,43.7802100000,-79.2438900000,03-21-2016,14928,163
1278, EGLINTON AVE W , LLOYD MANOR RD ,01/23/1985,43.6756600000,-79.5576800000,12-09-2017,20137,554
1279, MIDLAND AVE , VERDUN AVE ,03/07/1980,43.7289100000,-79.2556800000,06-01-2016,6306,467
1280, CONSUMERS RD , YORKLAND BLVD ,05/21/1980,43.7705100000,-79.3309000000,04-21-2010,9725,580
1281, DANFORTH AVE , EAST LYNN AVE ,06/16/1980,43.6851700000,-79.3152500000,05-07-2015,10799,3094
1282, BRIMLEY RD , DORCOT AVE ,04/05/1978,43.7589800000,-79.2571300000,12-15-2016,12594,156
1283, ST CLAIR AVE E , LINDEN AVE ,02/02/1978,43.7177900000,-79.2557500000,12-14-2016,10502,196
1284, LAWRENCE AVE E , HOWDEN RD ,01/08/1978,43.7468600000,-79.2879200000,07-21-2010,22092,928
1285, WARDEN AVE , FAIRFAX CRES ,11/30/1977,43.7162000000,-79.2827500000,06-24-2014,13550,1465
1286, WARDEN AVE , WAYNE AVE ,07/21/1971,43.7378900000,-79.2916700000,11-26-2014,16237,195
1287, WARDEN AVE , MCNICOLL AVE ,07/15/1980,43.8063700000,-79.3209500000,05-05-2015,24583,817
1288, LAWRENCE AVE E , MOSSBANK DR ,11/15/1977,43.7628800000,-79.2110300000,12-15-2010,13750,838
1289, STEELES AVE W , WESTON RD ,08/07/1980,43.7703200000,-79.5465900000,11-22-2014,18994,154
1290, YONGE ST , WOODLAWN AVE ,10/16/1978,43.6839800000,-79.3923700000,10-28-2015,14101,1573
1291, YONGE ST , HEATH ST ,11/10/1979,43.6900865300,-79.3948768100,05-06-2014,17192,9239
1292, YONGE ST , MERTON ST ,06/07/1976,43.6961400000,-79.3962000000,04-14-2014,16106,707
1293, EGLINTON AVE E , BEACHELL ST ,06/12/1984,43.7425300000,-79.2221000000,03-22-2012,13379,1227
1294, PHARMACY AVE , DENTON AVE ,06/29/1978,43.6939424000,-79.2840684000,06-15-2015,5109,833
1295, PHARMACY AVE , ASHTONBEE RD ,07/28/1978,43.7285507000,-79.2985955000,03-12-2013,11794,799
1296, SHEPPARD AVE W , JOHN DRURY DR ,08/14/1980,43.7483000000,-79.4827700000,02-20-2014,12836,315
1297, YORK MILLS RD , HARRISON RD ,07/26/1977,43.7498000000,-79.3787400000,03-09-2016,13537,167
1298, YORK MILLS RD , SANDFIELD RD ,01/09/1977,43.7505540000,-79.3748640000,03-09-2016,13444,456
1299, LESLIE ST , DEXTER BLVD ,08/15/1980,43.7989800000,-79.3701300000,05-01-2009,11869,555
1300, BURNHAMTHORPE RD , MILL RD ,12/07/1971,43.6392500000,-79.5843200000,09-30-2014,22625,629
1301, CALEDONIA RD , GLENCAIRN AVE ,02/11/1978,43.7046700000,-79.4647800000,02-24-2011,11131,592
1302, CALEDONIA RD , ORFUS RD ,10/12/1976,43.7177700000,-79.4681400000,03-15-2011,9072,309
1303, COLLEGE ST , CRAWFORD ST ,08/16/1979,43.6551900000,-79.4190100000,01-12-2017,8708,3172
1304, DAVENPORT RD , SYMINGTON AVE ,06/07/1979,43.6707400000,-79.4532300000,04-23-2015,9648,898
1305, DUNDAS ST W , RONCESVALLES AVE ,12/29/1975,43.6538800000,-79.4518100000,04-11-2015,8966,2818
1306, DUNDAS ST W , ROYALAVON CRES ,08/11/1977,43.6452400000,-79.5319700000,05-12-2016,12467,1145
1307, EGLINTON AVE W , WILLIAM R ALLEN RD N ,09/18/1980,43.6990200000,-79.4350200000,10-29-2012,26378,1000
1308, EGLINTON AVE W , LASCELLES BLVD ,12/28/1979,43.7056700000,-79.4037300000,07-27-2010,14011,2345
1309, EGLINTON AVE W , EDEN VALLEY DR ,12/09/1978,43.6811100000,-79.5328900000,07-04-2011,19243,639
1310, EVANS AVE , GAIR DR ,12/16/1977,43.6099400000,-79.5521200000,03-06-2017,11843,251
1311, HARBORD ST , PALMERSTON BLVD ,06/21/1976,43.6610600000,-79.4121600000,04-21-2011,8469,986
1312, ISLINGTON AVE , BIRMINGHAM ST ,07/12/1979,43.6032900000,-79.5062900000,06-07-2014,6801,359
1313, ISLINGTON AVE , NEW TORONTO ST ,04/12/1979,43.6067700000,-79.5066000000,04-29-2014,8332,118
1314, ISLINGTON AVE , JUDSON ST ,04/12/1979,43.6137500000,-79.5084500000,04-29-2014,10698,89
1315, ISLINGTON AVE , POPLAR HEIGHTS DR ,06/09/1978,43.6756700000,-79.5370900000,04-24-2014,16131,106
1316, JANE ST , ARDAGH ST ,11/07/1979,43.6557600000,-79.4871000000,08-17-2011,10251,629
1317, JANE ST , BALA AVE ,03/01/1980,43.6901500000,-79.5005900000,08-24-2010,13368,847
1318, JANE ST , HARDING AVE ,03/04/1979,43.6995700000,-79.5028700000,03-02-2011,15874,825
1319, KEELE ST , RUSTIC RD ,02/08/1978,43.7178700000,-79.4800900000,04-07-2016,22227,316
1320, KING ST W , JOHN ST ,11/29/1979,43.6466200000,-79.3897600000,05-17-2017,10325,25059
1321, KIPLING AVE , BLOOR ST W ,08/07/1976,43.6417405000,-79.5355582100,01-10-2013,19184,104
1322, KIPLING AVE , NEW TORONTO ST ,10/15/1976,43.6039800000,-79.5193300000,12-11-2013,10857,641
1323, KIPLING AVE , OLIVEWOOD RD ,12/15/1976,43.6354731700,-79.5329375700,12-16-2014,19812,237
1324, LAKE SHORE BLVD W , FIFTH ST ,07/12/1979,43.6013100000,-79.5030100000,11-12-2015,8224,1948
1325, LAKE SHORE BLVD W , ISLINGTON AVE ,07/12/1979,43.6008300000,-79.5052500000,05-14-2016,16130,1950
1326, LAWRENCE AVE W , BRUCEWOOD CRES ,09/22/1977,43.7185200000,-79.4329500000,08-15-2011,17809,886
1327, NORTH QUEEN ST , SHORNCLIFFE RD ,12/16/1977,43.6225200000,-79.5406000000,01-14-2010,11356,29
1328, OLD WESTON RD , TURNBERRY AVE ,12/04/1978,43.6784100000,-79.4648100000,10-17-2013,9529,472
1329, QUEEN ST W , DUFFERIN ST ,02/02/1978,43.6422200000,-79.4286300000,06-11-2016,14622,6472
1330, QUEEN ST W , DUNN AVE ,02/14/1978,43.6410700000,-79.4345100000,08-25-2011,7262,2643
1331, QUEEN ST W , GLADSTONE AVE ,11/08/1959,43.6425200000,-79.4271700000,04-26-2016,10496,1546
1332, QUEEN ST W , STRACHAN AVE ,06/11/1979,43.6453700000,-79.4131900000,08-19-2009,9898,1979
1333, SHEPPARD AVE E , ARAGON AVE ,04/23/1981,43.7796000000,-79.3043900000,04-02-2014,15650,787
1334, ROYAL YORK RD , EVANS AVE ,03/09/1976,43.6210200000,-79.5003400000,05-09-2016,11045,472
1335, SPADINA AVE , SULLIVAN ST ,09/21/1977,43.6509100000,-79.3972300000,08-28-2012,9635,5444
1336, ST CLAIR AVE W , WELLS HILL AVE ,01/19/1978,43.6837000000,-79.4157200000,09-15-2008,12266,2887
1337, THE EAST MALL , 427 X N CLOVERDALE RAMP ,09/07/1976,43.6340993100,-79.5568243300,06-07-2016,11223,312
1338, THE QUEENSWAY , CANMOTOR AVE ,10/30/1979,43.6243600000,-79.5116700000,02-18-2014,17507,300
1339, NEILSON RD , MCLEVIN AVE ,11/27/1984,43.8091900000,-79.2216300000,01-27-2018,13328,1424
1340, THE WEST MALL , WEST MALL CRES ,07/18/1978,43.6271800000,-79.5589100000,11-28-2017,12497,583
1341, WESTON RD , WILBY CRES ,05/18/1978,43.6983800000,-79.5113000000,09-22-2009,10637,1083
1342, WILSON AVE , DALLNER RD ,07/08/1979,43.7203099900,-79.5115996500,04-07-2016,15005,2108
1343, WYNFORD DR , GERVAIS DR ,07/06/1977,43.7235600000,-79.3364900000,11-14-2011,10255,717
1344, LAKE SHORE BLVD W , BRITISH COLUMBIA RD ,06-20-1979,43.6314300000,-79.4294100000,01-24-2018,27594,20
1345, LAKE SHORE BLVD W , NEWFOUNDLAND RD ,05/17/1979,43.6324360000,-79.4109600000,12-14-2010,22009,120
1346, YORKDALE RD , YORKDALE 401 ALLEN N RAMP ,01/12/1978,43.7256000000,-79.4485600000,07-08-2017,10623,1642
1347, YORKDALE 401 ALLEN N RAMP , ALLEN X N 401 C E RAMP ,01/01/1967,43.7257473700,-79.4474508200,12-06-2007,9517,510
1348, BLACK CREEK DR , LAWRENCE AVE W ,08/06/1981,43.7049600000,-79.4941100000,04-20-2016,35356,37
1349, RENFORTH DR , ERINGATE DR ,01/16/1981,43.6599300000,-79.5833100000,09-19-2017,9539,1156
1350, DUNDAS ST W , AUKLAND RD ,11/21/1980,43.6385300000,-79.5380000000,05-20-2015,23209,1458
1351, COLLEGE ST , ELIZABETH ST ,10/17/1980,43.6605100000,-79.3874200000,01-17-2017,11252,11459
1352, PROGRESS AVE , CONSILIUM PL ,01/01/1983,43.7766800000,-79.2505200000,03-10-2016,12664,1042
1353, DON MILLS RD , MOATFIELD DR ,11/27/1980,43.7586600000,-79.3471000000,06-17-2010,22021,255
1354, DIXON RD , GOLFWOOD HTS ,05/29/1980,43.6986300000,-79.5398400000,02-19-2013,12460,152
1355, COXWELL AVE , HANSON ST ,02/12/1980,43.6798400000,-79.3221300000,05-05-2016,8094,1662
1356, MCCOWAN RD , BUSHBY DR ,05/10/1984,43.7746900000,-79.2523000000,05-02-2015,22382,1082
1357, BIRCHMOUNT RD , ALLANFORD RD ,06/15/1983,43.7742500000,-79.2950400000,12-07-2016,14850,113
1358, GERRARD ST W , ELIZABETH ST ,10/15/1980,43.6581900000,-79.3864000000,01-18-2017,9443,7916
1359, KIPLING AVE , WIDDICOMBE HILL ,10/12/1980,43.6789500000,-79.5517000000,12-03-2014,10353,270
1360, DAWES RD , CRESCENT TOWN RD ,11/25/1980,43.6965500000,-79.2973000000,01-06-2010,7911,87
1361, NEILSON RD , 401 C W NEILSON RD RAMP ,11/21/1980,43.7950311100,-79.2165617100,12-12-2017,16571,12
